sample,richness,shannon,pielou,simpson
SRR11350519.SRS6338691,113,2.3597067559803,0.499156584242974,0.705832
ERR1591662.ERS1301203,368,5.35639521820862,0.906621534305797,0.991708
ERR1591541.ERS1301082,354,5.27702621967095,0.899090009889005,0.990844
SRR9694915.SRS5106578,53,1.7348076564226,0.436947129882576,0.635642
SRR7938956.SRS3854624,183,2.35954043285425,0.452931510638008,0.584614
SRR11784482.SRS6655707,251,4.38604835222417,0.793789830542534,0.964154
SRR6953021.SRS3133504,210,4.10324922402826,0.767377353168301,0.954898
SRR6027110.SRS2507117,163,3.89041913510408,0.763763235678088,0.956218
SRR7265236.SRS3381390,259,4.31300367339126,0.776162880244336,0.951446
SRR6764779.SRS2992999,343,5.16322356255304,0.884457343360149,0.98878
SRR6765188.SRS2993216,277,4.61531041677984,0.820642967718761,0.974438
SRR12704658.SRS7420619,363,5.23667035139164,0.888414059682224,0.98731
SRR10908923.SRS6011327,342,5.1474567696473,0.882197726988941,0.988514
SRR5198374.SRS1937341,333,4.78422468482646,0.82370993705469,0.974498
ERR3619270.ERS3920516,219,4.34026870180034,0.805383360883216,0.964258
SRR9612694.SRS5036821,92,2.8445982045615,0.629086954440916,0.890118
ERR3619365.ERS3920611,387,5.36123166310076,0.899773335957804,0.990684
SRR11113652.SRS6169966,194,4.17907871043466,0.793316483520835,0.965012
SRR7752344.SRS3712628,248,4.72905870879858,0.857734619693419,0.981716
SRR7975680.SRS3886868,290,4.31171966428747,0.760460355844811,0.913426
ERR202791.ERS195758,141,3.73449862382784,0.754633222575376,0.95029
ERR1248790.ERS1052144,359,5.24831584589646,0.892066675823457,0.989994
ERR1337131.ERS1025331,150,2.84844924606496,0.56848065741706,0.770014
SRR6440355.SRS2807221,471,5.719875158423,0.929326894471166,0.994268
SRR6027047.SRS2507180,156,3.33008031779696,0.659440648013789,0.874006
ERR3086175.ERS3041264,139,3.84404489613842,0.779018178681421,0.957922
SRR9653999.SRS5072405,188,4.30818500834285,0.822731358224501,0.96894
SRR6952961.SRS3133563,214,4.19923951684843,0.782567701587337,0.956244
SRR8082713.SRS3955657,188,4.00243295523257,0.764342082590278,0.959856
SRR6027462.SRS2507479,457,5.61656998818302,0.917038421371036,0.990456
SRR11113846.SRS6170116,141,3.5234612860347,0.711988733356277,0.919924
SRR7265259.SRS3381368,236,4.06317017703464,0.743648472725195,0.916856
ERR1591500.ERS1301041,395,5.45240837220831,0.911943895000723,0.991764
ERR3467160.ERS3637805,453,5.60433957428465,0.916356838756703,0.99275
ERR1297869.ERS1025168,89,1.48362000907209,0.330528001572252,0.4321
SRR5859993.SRS2377567,514,5.78702792448481,0.927078010251663,0.994038
SRR11652068.SRS6572422,11,0.865081173451923,0.360766870540749,0.528094
SRR1524751.SRS665214,344,5.27304619553485,0.902819673738759,0.990364
SRR12880414.SRS7568958,186,4.35590897406763,0.833547671948763,0.977148
SRR6439681.SRS2806428,167,3.40737683039574,0.66576415589427,0.887312
SRR10909226.SRS6011037,362,5.26949313798986,0.894401112581251,0.986924
ERR1591691.ERS1301232,401,5.46728739621772,0.912132562500405,0.9928
SRR11143641.SRS6196540,342,4.78988459293321,0.820915160539476,0.96436
SRR8082682.SRS3955688,182,3.9694118722316,0.76276071706228,0.95986
SRR10296797.SRS5530445,348,5.1454744395532,0.879237254236544,0.987152
ERR333617.ERS342058,72,3.14525649673925,0.735445884530002,0.912512
SRR6743458.SRS2974473,306,4.85344251636927,0.847972456059701,0.980184
SRR11143543.SRS6196270,387,5.46584981313641,0.917331357654047,0.992562
ERR2673794.ERS2585164,248,4.1119430035168,0.745805050328614,0.908416
SRR6440930.SRS2807639,459,5.710647513409,0.93173449681245,0.993746
SRR12465501.SRS7216474,208,4.54302699270822,0.851146525771005,0.98088
SRR5198398.SRS1937365,344,4.9979009886318,0.855710944416921,0.978036
ERR2439097.ERS2317076,126,2.08150559409584,0.430393768217681,0.584026
SRR8906031.SRS4631498,356,5.03434810196777,0.856920418742988,0.979856
SRR9612433.SRS5036470,295,4.87917867627535,0.85795671170547,0.98005
SRR10190939.SRS5443078,193,4.28409886022561,0.814051123369869,0.97386
SRR6765148.SRS2993222,221,4.24603430962596,0.786570272961973,0.966228
SRR6291443.SRS2687280,139,3.8451626398515,0.779244695981589,0.959908
SRR8375727.SRS4192176,375,4.89716998018699,0.826257989171576,0.959094
ERR2438814.ERS2317138,370,5.07593707397427,0.858363827520605,0.98061
SRR8294071.SRS4108001,6,0.832199052062326,0.464459134361859,0.474508
ERR4774885.ERS5257320,48,2.13929557375115,0.5526180551522,0.805174
SRR10259559.SRS5502520,323,5.16067407965284,0.893212985300286,0.989122
ERR1298186.ERS1025485,135,3.92418676164634,0.79999326009125,0.959658
SRR6027222.SRS2507005,178,3.70623885755769,0.715243857947091,0.897054
SRR5913928.SRS2416768,11,0.305135050587473,0.127251199853852,0.102632
SRR10597939.SRS5771506,398,5.2762244062622,0.881360846391937,0.98598
SRR5859951.SRS2377609,527,5.8759519884464,0.937572037616377,0.995132
SRR12576286.SRS7312248,216,4.2198989400469,0.785056813804173,0.959892
ERR1337478.ERS1025678,38,2.08467512327484,0.57309298851952,0.789568
SRR12173799.SRS6967424,21,0.594490669640337,0.195265655550522,0.207596
SRR11143664.SRS6196518,303,4.19176860990558,0.733630492112571,0.89826
SRR11143349.SRS6196465,381,5.24568926993807,0.882696678587813,0.98661
SRR11186226.SRS6219665,8,0.0618436621944234,0.0297405149194356,0.0159260000000001
SRR7663028.SRS3641826,313,4.80672161081335,0.836503940328206,0.978776
SRR8083055.SRS3955794,203,4.31711757516726,0.812525919792373,0.972624
SRR6027191.SRS2507036,201,3.99710379438573,0.753700544034645,0.932472
SRR5859919.SRS2377641,497,5.66796355639639,0.91292282669208,0.99103
SRR6743416.SRS2974514,336,5.1782228829358,0.890170866696753,0.989312
ERR1103497.ERS949256,64,2.33219125696103,0.560773460137045,0.803394
SRR6764736.SRS2993040,359,5.19126403676813,0.882369466430348,0.987788
ERR2052997.ERS1843714,303,4.81308703943122,0.842371738977763,0.973422
SRR11143501.SRS6196315,300,4.95189259341605,0.868176971232503,0.984992
SRR11841335.SRS6704820,152,2.81308020818656,0.559941701741087,0.724112
SRR12704651.SRS7420626,374,5.28669264519142,0.892380887317296,0.98799
SRR6764444.SRS2992663,292,4.70199511048584,0.828289419316907,0.972878
SRR10681442.SRS5817480,347,4.96325530685404,0.848517648373618,0.976978
SRR12919183.SRS7603777,248,4.71106606943939,0.854471198655883,0.982584
SRR6024761.SRS2505355,351,5.29327203854979,0.9031675677499,0.991046
SRR5859800.SRS2377760,459,5.53898447113497,0.903726398266894,0.990852
SRR6439553.SRS2806555,218,4.17846817073782,0.776018572217509,0.963074
SRR8082825.SRS3955545,187,4.01603936418873,0.767722419536289,0.952308
ERR1103478.ERS949237,77,2.47852284986948,0.570587908334943,0.781064
SRR1980582.SRS723617,195,4.12190228915329,0.781699722022358,0.964868
SRR5998892.SRS2486179,165,3.39844320700058,0.665585487422844,0.874276
SRR6743385.SRS2974546,325,5.16651609581823,0.893269753657587,0.989726
SRR6953167.SRS3133802,327,4.80383255497704,0.82968317798162,0.976106
SRR2132519.SRS1015570,9,0.0697428810999991,0.0317413530775953,0.017908
SRR12465493.SRS7216479,378,4.77535734177641,0.804623837321479,0.941758
SRR8375660.SRS4192182,113,2.87274660500234,0.607681602434053,0.869064
ERR1297920.ERS1025219,101,2.06794159791701,0.448079652605124,0.614828
SRR11279757.SRS6295840,469,5.6726312292358,0.922288667110391,0.993498
ERR1298050.ERS1025349,237,3.81897816304981,0.698415537590816,0.86348
ERR1298145.ERS1025444,156,2.68206052239642,0.531116237482033,0.688714
SRR12465279.SRS7215814,179,3.80513815644057,0.733536756058546,0.909866
ERR1337114.ERS1025314,108,1.97063725851973,0.420884670447416,0.57491
ERR1103464.ERS949223,28,0.632953508783623,0.189950378751016,0.21964
SRR5459486.SRS2133862,402,5.45961013696326,0.910473402651768,0.991862
SRR8082794.SRS3955576,195,3.84764425965716,0.729687954061801,0.944072
SRR11841459.SRS6704838,11,0.0915249367412393,0.0381688632441519,0.023838
SRR7265252.SRS3381372,300,5.02582109434028,0.8811382826522,0.987954
ERR1297990.ERS1025289,235,4.25052656595681,0.778543820761662,0.948258
