rank_by_mean,player_id,biome,mean_rating,sd_rating
1,90_1011;96_8754;97_21018;98_26320;99_35682,peatland.1,1138.2215608721335,0.6398494475638475
2,90_12;96_74;97_77;98_84;99_93,peatland.1,1092.7889981243707,0.559455612082419
3,90_382;96_5528;97_6669;98_96770;99_146122,peatland.1,1073.3640961821395,0.9513986206071343
4,90_29;96_13888;97_16922;98_21020;99_28101,peatland.1,1047.0200342403427,0.9725082473210712
5,90_1244;96_5465;97_20088;98_25095;99_33918,peatland.1,1037.0883966100614,0.9259511758516517
6,90_73;96_4112;97_5037;98_78850;99_116733,peatland.1,1028.81706575016,0.9520742804573702
7,90_1585;96_6737;97_8062;98_9891;99_13071,peatland.1,1008.6289417516357,0.9874634024253857
8,90_185;96_23002;97_28770;98_36682;99_51083,peatland.1,988.1580435498801,1.0298310162660327
9,90_1007;96_41941;97_53608;98_70840;99_103972,peatland.1,981.0785783643112,0.9281823823285431
10,90_1011;96_8754;97_20090;98_25097;99_33920,peatland.1,971.9905067010396,1.0589591483850438
11,90_185;96_36787;97_68556;98_91829;99_137872,peatland.1,971.9712709464675,1.1199621743044021
12,90_7270;96_31919;97_40402;98_52633;99_75264,peatland.1,960.5791636810586,1.1212065201825876
13,90_545;96_24248;97_71445;98_95914;99_144578,peatland.1,958.7787119798926,1.0965949589353274
14,90_215;96_36036;97_45777;98_59924;99_86593,peatland.1,957.590406112988,1.0812788185005076
15,90_1007;96_41941;97_53609;98_70841;99_103973,peatland.1,956.9151529301189,0.8391573242184502
16,90_634;96_15504;97_18978;98_23676;99_60021,peatland.1,948.5471884752634,0.897251374816213
17,90_351;96_55584;97_71733;98_96358;99_145393,peatland.1,944.3543862133275,1.0996115207155843
18,90_885;96_27865;97_35087;98_45299;99_64033,peatland.1,943.3527422374938,1.113039035802664
19,90_16388;96_10723;97_12964;98_15952;99_21145,peatland.1,941.5002419840633,0.9756573862756764
20,90_1596;96_36746;97_88506;98_120386;99_185003,peatland.1,937.6441394911938,1.2247280562681395
21,90_1007;96_42064;97_53779;98_71060;99_104328,peatland.1,933.9839943863302,0.975159079519922
22,90_545;96_11342;97_17250;98_21431;99_28680,peatland.1,932.4062146664755,0.9915881510982794
23,90_690;96_14021;97_77055;98_104001;99_157824,peatland.1,926.4094748661273,1.0562658953253252
24,90_2496;96_10982;97_13304;98_16371;99_21697,peatland.1,924.285995836104,0.7519079225200691
25,90_418;96_61914;97_80223;98_108567;99_165311,peatland.1,923.9329797104499,0.9339645494945358
26,90_1641;96_6948;97_8337;98_10248;99_13567,peatland.1,920.2964302895556,1.0563337176758865
27,90_6225;96_31400;97_39709;98_94200;99_141774,peatland.1,918.0819967930706,1.0396667776102946
